Original Filename	Sample Name	Component Name	Mass Info	Area	Modified
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 394)	A. std 1mm glu 100uM PEP (cit)	Citrate 195/71	195.0 / 71.0	N/A	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 394)	A. std 1mm glu 100uM PEP (cit)	Citrate 196/70	196.0 / 70.0	N/A	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 394)	A. std 1mm glu 100uM PEP (cit)	Citrate 196/71	196.0 / 71.0	N/A	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 394)	A. std 1mm glu 100uM PEP (cit)	Citrate 197/71	197.0 / 71.0	N/A	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 394)	A. std 1mm glu 100uM PEP (cit)	Succinate 117/73	117.0 / 73.0	N/A	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 394)	A. std 1mm glu 100uM PEP (cit)	Succinate 118/73	118.0 / 73.0	N/A	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 394)	A. std 1mm glu 100uM PEP (cit)	Succinate 118/74	118.0 / 74.0	N/A	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 394)	A. std 1mm glu 100uM PEP (cit)	Succinate 119/74	119.0 / 74.0	N/A	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 394)	A. std 1mm glu 100uM PEP (cit)	Succinate 119/75	119.0 / 75.0	N/A	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 394)	A. std 1mm glu 100uM PEP (cit)	Succinate 120/75	120.0 / 75.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 394)	A. std 1mm glu 100uM PEP (cit)	Succinate 120/76	120.0 / 76.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 394)	A. std 1mm glu 100uM PEP (cit)	Succinate 121/76	121.0 / 76.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 394)	A. std 1mm glu 100uM PEP (cit)	Ribose 5P 229/79	229.0 / 79.0	252.18	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 394)	A. std 1mm glu 100uM PEP (cit)	Ribose 5P 230/79	230.0 / 79.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 394)	A. std 1mm glu 100uM PEP (cit)	Ribose 5P 231/79	231.0 / 79.0	252.16	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 394)	A. std 1mm glu 100uM PEP (cit)	Ribose 5P 232/79	232.0 / 79.0	189.12	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 394)	A. std 1mm glu 100uM PEP (cit)	Ribose 5P 233/79	233.0 / 79.0	189.12	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 394)	A. std 1mm glu 100uM PEP (cit)	Ribose 5P 234/79	234.0 / 79.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 394)	A. std 1mm glu 100uM PEP (cit)	glucose 179/179	179.0 / 179.0	5106.23999999999	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 394)	A. std 1mm glu 100uM PEP (cit)	glucose 180/180	180.0 / 180.0	2962.87999999998	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 394)	A. std 1mm glu 100uM PEP (cit)	glucose 181/181	181.0 / 181.0	2017.28	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 394)	A. std 1mm glu 100uM PEP (cit)	glucose 182/182	182.0 / 182.0	309527.96	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 394)	A. std 1mm glu 100uM PEP (cit)	glucose 183/183	183.0 / 183.0	3341.12	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 394)	A. std 1mm glu 100uM PEP (cit)	glucose 184/184	184.0 / 184.0	3530.24000000001	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 394)	A. std 1mm glu 100uM PEP (cit)	glucose 185/185	185.0 / 185.0	10117.92	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	124/ 80 M-1 taurine	124.0 / 80.0	748442.4	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	128/ 80 M-1 d4 taurine	128.0 / 80.0	16232.8	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	Citrate 191/111	191.0 / 111.0	12597670.0106939	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	Citrate 192/111	192.0 / 111.0	153502.4	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	Citrate 192/112	192.0 / 112.0	653724.8	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	Citrate 193/112	193.0 / 112.0	10559.2	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	Citrate 193/113	193.0 / 113.0	82897.5999999999	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	Citrate 194/113	194.0 / 113.0	N/A	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	Citrate 194/114	194.0 / 114.0	2768.90609879168	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	Citrate 195/114	195.0 / 114.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	Citrate 195/115	195.0 / 115.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	Citrate 196/115	196.0 / 115.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	Citrate 196/116	196.0 / 116.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	Citrate 197/116	197.0 / 116.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	Citrate 191/67	191.0 / 67.0	799221.36	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	Citrate 192/67	192.0 / 67.0	20172.8	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	Citrate 192/68	192.0 / 68.0	39147.84	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	Citrate 193/67	193.0 / 67.0	10968.96	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	Citrate 193/68	193.0 / 68.0	675.377665312357	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	Citrate 193/69	193.0 / 69.0	2302.7180952381	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	Citrate 194/68	194.0 / 68.0	725.383654485066	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	Citrate 194/69	194.0 / 69.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	Citrate 194/70	194.0 / 70.0	303.237000935571	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	Citrate 195/69	195.0 / 69.0	N/A	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	Citrate 195/70	195.0 / 70.0	252.160000000001	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	Citrate 195/71	195.0 / 71.0	N/A	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	Citrate 196/70	196.0 / 70.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	Citrate 196/71	196.0 / 71.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	Citrate 197/71	197.0 / 71.0	N/A	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	Succinate 117/73	117.0 / 73.0	733387.938028503	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	Succinate 118/73	118.0 / 73.0	8887.47503095434	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	Succinate 118/74	118.0 / 74.0	27370.6694800477	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	Succinate 119/74	119.0 / 74.0	675.272683392482	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	Succinate 119/75	119.0 / 75.0	5547.52	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	Succinate 120/75	120.0 / 75.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	Succinate 120/76	120.0 / 76.0	N/A	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	Succinate 121/76	121.0 / 76.0	N/A	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	Ribose 5P 229/79	229.0 / 79.0	189.12	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	Ribose 5P 230/79	230.0 / 79.0	252.16	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	Ribose 5P 231/79	231.0 / 79.0	441.279999999998	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	Ribose 5P 232/79	232.0 / 79.0	252.16	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	Ribose 5P 233/79	233.0 / 79.0	504.32	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	Ribose 5P 234/79	234.0 / 79.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	glucose 179/179	179.0 / 179.0	58028.32	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	glucose 180/180	180.0 / 180.0	3687.83999999999	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	glucose 181/181	181.0 / 181.0	26161.6	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	glucose 182/182	182.0 / 182.0	154101.28	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	glucose 183/183	183.0 / 183.0	2836.79999999999	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	glucose 184/184	184.0 / 184.0	4759.51999999998	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 395)	B. std 500uM glu 50uM PEP	glucose 185/185	185.0 / 185.0	2962.88	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	124/ 80 M-1 taurine	124.0 / 80.0	568778.4	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	128/ 80 M-1 d4 taurine	128.0 / 80.0	24743.2	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	Citrate 191/111	191.0 / 111.0	7271193.15	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	Citrate 192/111	192.0 / 111.0	95348.0000000001	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	Citrate 192/112	192.0 / 112.0	348768.8	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	Citrate 193/112	193.0 / 112.0	5318.12382048331	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	Citrate 193/113	193.0 / 113.0	45388.8	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	Citrate 194/113	194.0 / 113.0	776.492520138081	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	Citrate 194/114	194.0 / 114.0	2018.00971604516	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	Citrate 195/114	195.0 / 114.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	Citrate 195/115	195.0 / 115.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	Citrate 196/115	196.0 / 115.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	Citrate 196/116	196.0 / 116.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	Citrate 197/116	197.0 / 116.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	Citrate 191/67	191.0 / 67.0	444968.06	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	Citrate 192/67	192.0 / 67.0	9014.72	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	Citrate 192/68	192.0 / 68.0	20109.76	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	Citrate 193/67	193.0 / 67.0	4980.15999999999	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	Citrate 193/68	193.0 / 68.0	378.239999999998	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	Citrate 193/69	193.0 / 69.0	1575.99999999999	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	Citrate 194/68	194.0 / 68.0	N/A	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	Citrate 194/69	194.0 / 69.0	N/A	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	Citrate 194/70	194.0 / 70.0	N/A	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	Citrate 195/69	195.0 / 69.0	N/A	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	Citrate 195/70	195.0 / 70.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	Citrate 195/71	195.0 / 71.0	N/A	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	Citrate 196/70	196.0 / 70.0	N/A	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	Citrate 196/71	196.0 / 71.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	Citrate 197/71	197.0 / 71.0	N/A	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	Succinate 117/73	117.0 / 73.0	467542.479935929	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	Succinate 118/73	118.0 / 73.0	4355.81581374128	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	Succinate 118/74	118.0 / 74.0	19353.28	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	Succinate 119/74	119.0 / 74.0	N/A	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	Succinate 119/75	119.0 / 75.0	3493.7459832246	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	Succinate 120/75	120.0 / 75.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	Succinate 120/76	120.0 / 76.0	N/A	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	Succinate 121/76	121.0 / 76.0	N/A	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	Ribose 5P 229/79	229.0 / 79.0	189.12	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	Ribose 5P 230/79	230.0 / 79.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	Ribose 5P 231/79	231.0 / 79.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	Ribose 5P 232/79	232.0 / 79.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	Ribose 5P 233/79	233.0 / 79.0	378.24	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	Ribose 5P 234/79	234.0 / 79.0	126.08	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	glucose 179/179	179.0 / 179.0	41732.48	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	glucose 180/180	180.0 / 180.0	3719.35999999996	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	glucose 181/181	181.0 / 181.0	15066.56	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	glucose 182/182	182.0 / 182.0	142722.56	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	glucose 183/183	183.0 / 183.0	4791.04	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	glucose 184/184	184.0 / 184.0	3813.91999999997	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 396)	C. std 250uM glu 25uM PEP	glucose 185/185	185.0 / 185.0	4097.6	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 397)	D. std 125uM glu 12.5uM PEP	124/ 80 M-1 taurine	124.0 / 80.0	763414.4	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 397)	D. std 125uM glu 12.5uM PEP	128/ 80 M-1 d4 taurine	128.0 / 80.0	67925.6	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 397)	D. std 125uM glu 12.5uM PEP	Citrate 191/111	191.0 / 111.0	11447238.95	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 397)	D. std 125uM glu 12.5uM PEP	Citrate 192/111	192.0 / 111.0	143258.4	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 397)	D. std 125uM glu 12.5uM PEP	Citrate 192/112	192.0 / 112.0	585799.2	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 397)	D. std 125uM glu 12.5uM PEP	Citrate 193/112	193.0 / 112.0	7249.6	False
