Original Filename	Sample Name	Component Name	Mass Info	Area	Modified
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 3)	A. std 1mm glu 100uM PEP	2PG 186/79	186.0 / 79.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 3)	A. std 1mm glu 100uM PEP	2PG 187/79	187.0 / 79.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 3)	A. std 1mm glu 100uM PEP	2PG 188/79	188.0 / 79.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 3)	A. std 1mm glu 100uM PEP	Malate 133/115	133.0 / 115.0	264518.811813505	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 3)	A. std 1mm glu 100uM PEP	Malate 134/116	134.0 / 116.0	17201.6915	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 3)	A. std 1mm glu 100uM PEP	Malate 135/117	135.0 / 117.0	4877.825	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 3)	A. std 1mm glu 100uM PEP	Malate 136/118	136.0 / 118.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 3)	A. std 1mm glu 100uM PEP	Malate 137/119	137.0 / 119.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 3)	A. std 1mm glu 100uM PEP	Glutamate 146/102	146.0 / 102.0	397191.6495	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 3)	A. std 1mm glu 100uM PEP	Glutamate 147/102	147.0 / 102.0	7960.65050000001	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 3)	A. std 1mm glu 100uM PEP	Glutamate 147/103	147.0 / 103.0	45316.2915	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 3)	A. std 1mm glu 100uM PEP	Glutamate 148/104	148.0 / 104.0	5776.83350000001	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 3)	A. std 1mm glu 100uM PEP	Glutamate 148/103	148.0 / 103.0	643.117000000001	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 3)	A. std 1mm glu 100uM PEP	Glutamate 149/105	149.0 / 105.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 3)	A. std 1mm glu 100uM PEP	Glutamate 149/104	149.0 / 104.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 3)	A. std 1mm glu 100uM PEP	Glutamate 150/106	150.0 / 106.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 3)	A. std 1mm glu 100uM PEP	Glutamate 150/105	150.0 / 105.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 3)	A. std 1mm glu 100uM PEP	Glutamate 151/106	151.0 / 106.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 3)	A. std 1mm glu 100uM PEP	Glutamate 146/41	146.0 / 41.0	18227.6165	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 3)	A. std 1mm glu 100uM PEP	Glutamate 147/41	147.0 / 41.0	1282.4165	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 3)	A. std 1mm glu 100uM PEP	Glutamate 147/42	147.0 / 42.0	512.183	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 3)	A. std 1mm glu 100uM PEP	Glutamate 148/41	148.0 / 41.0	256.0915	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 3)	A. std 1mm glu 100uM PEP	Glutamate 148/42	148.0 / 42.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 3)	A. std 1mm glu 100uM PEP	Glutamate 148/43	148.0 / 43.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 3)	A. std 1mm glu 100uM PEP	Glutamate 149/41	149.0 / 41.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 3)	A. std 1mm glu 100uM PEP	Glutamate 149/42	149.0 / 42.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 3)	A. std 1mm glu 100uM PEP	Glutamate 149/43	149.0 / 43.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 3)	A. std 1mm glu 100uM PEP	Glutamate 150/42	150.0 / 42.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 3)	A. std 1mm glu 100uM PEP	Glutamate 150/43	150.0 / 43.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 3)	A. std 1mm glu 100uM PEP	Glutamate 151/43	151.0 / 43.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 3)	A. std 1mm glu 100uM PEP	Glutamate 146/128	146.0 / 128.0	1103747.9665	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 3)	A. std 1mm glu 100uM PEP	Glutamate 147/129	147.0 / 129.0	65342.2580000001	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 3)	A. std 1mm glu 100uM PEP	Glutamate 148/130	148.0 / 130.0	9371.74200000001	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 3)	A. std 1mm glu 100uM PEP	Glutamate 149/131	149.0 / 131.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 3)	A. std 1mm glu 100uM PEP	Glutamate 150/132	150.0 / 132.0	258.0505	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 3)	A. std 1mm glu 100uM PEP	Glutamate 151/133	151.0 / 133.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	taurine	124.0 / 80.0	1060386.23428647	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	D4-taurine	128.0 / 80.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	PEP 167/79	167.0 / 79.0	209786.898749357	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	PEP 168/79	168.0 / 79.0	9241.95201298027	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	PEP 169/79	169.0 / 79.0	1157.259	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	PEP 170/79	170.0 / 79.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	Aspartate 132/88	132.0 / 88.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	Aspartate 133/88	133.0 / 88.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	Aspartate 133/89	133.0 / 89.0	385.1	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	Aspartate 134/90	134.0 / 90.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	Aspartate 134/89	134.0 / 89.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	Aspartate 135/91	135.0 / 91.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	Aspartate 135/90	135.0 / 90.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	Aspartate 136/91	136.0 / 91.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	3PG 185/79	185.0 / 79.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	3PG 186/79	186.0 / 79.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	3PG 187/79	187.0 / 79.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	3PG 188/79	188.0 / 79.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	2PG 185/79	185.0 / 79.0	258.0505	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	2PG 186/79	186.0 / 79.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	2PG 187/79	187.0 / 79.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	2PG 188/79	188.0 / 79.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	Malate 133/115	133.0 / 115.0	225942.2505	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	Malate 134/116	134.0 / 116.0	12451.183	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	Malate 135/117	135.0 / 117.0	1669.575	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	Malate 136/118	136.0 / 118.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	Malate 137/119	137.0 / 119.0	258.017	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	Glutamate 146/102	146.0 / 102.0	176897.8165	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	Glutamate 147/102	147.0 / 102.0	5262.558	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	Glutamate 147/103	147.0 / 103.0	22721.9665	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	Glutamate 148/104	148.0 / 104.0	1796.5915	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	Glutamate 148/103	148.0 / 103.0	387.0255	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	Glutamate 149/105	149.0 / 105.0	385.100000000001	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	Glutamate 149/104	149.0 / 104.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	Glutamate 150/106	150.0 / 106.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	Glutamate 150/105	150.0 / 105.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	Glutamate 151/106	151.0 / 106.0	258.017	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	Glutamate 146/41	146.0 / 41.0	10525.5495	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	Glutamate 147/41	147.0 / 41.0	254.839116833296	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	Glutamate 147/42	147.0 / 42.0	253.74382725276	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	Glutamate 148/41	148.0 / 41.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	Glutamate 148/42	148.0 / 42.0	250.541056440501	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	Glutamate 148/43	148.0 / 43.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	Glutamate 149/41	149.0 / 41.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	Glutamate 149/42	149.0 / 42.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	Glutamate 149/43	149.0 / 43.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	Glutamate 150/42	150.0 / 42.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	Glutamate 150/43	150.0 / 43.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	Glutamate 151/43	151.0 / 43.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	Glutamate 146/128	146.0 / 128.0	667184.834	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	Glutamate 147/129	147.0 / 129.0	42493.3085	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	Glutamate 148/130	148.0 / 130.0	7446.67500000001	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	Glutamate 149/131	149.0 / 131.0	385.1665	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	Glutamate 150/132	150.0 / 132.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 4)	B. std 500uM glu 50uM PEP	Glutamate 151/133	151.0 / 133.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	taurine	124.0 / 80.0	583890.169884447	True
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	D4-taurine	128.0 / 80.0	1667.483	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	PEP 167/79	167.0 / 79.0	120930.2335	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	PEP 168/79	168.0 / 79.0	2437.983	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	PEP 169/79	169.0 / 79.0	1284.375	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	PEP 170/79	170.0 / 79.0	258.017	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	Aspartate 132/88	132.0 / 88.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	Aspartate 133/88	133.0 / 88.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	Aspartate 133/89	133.0 / 89.0	385.133500000001	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	Aspartate 134/90	134.0 / 90.0	385.133500000001	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	Aspartate 134/89	134.0 / 89.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	Aspartate 135/91	135.0 / 91.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	Aspartate 135/90	135.0 / 90.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	Aspartate 136/91	136.0 / 91.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	3PG 185/79	185.0 / 79.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	3PG 186/79	186.0 / 79.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	3PG 187/79	187.0 / 79.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	3PG 188/79	188.0 / 79.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	2PG 185/79	185.0 / 79.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	2PG 186/79	186.0 / 79.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	2PG 187/79	187.0 / 79.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	2PG 188/79	188.0 / 79.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	Malate 133/115	133.0 / 115.0	147881.7745	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	Malate 134/116	134.0 / 116.0	9760.693	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	Malate 135/117	135.0 / 117.0	2568.617	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	Malate 136/118	136.0 / 118.0	258.017	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	Malate 137/119	137.0 / 119.0	258.017	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	Glutamate 146/102	146.0 / 102.0	93457.3505000001	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	Glutamate 147/102	147.0 / 102.0	3078.9745	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	Glutamate 147/103	147.0 / 103.0	15530.2575	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	Glutamate 148/104	148.0 / 104.0	770.3	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	Glutamate 148/103	148.0 / 103.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	Glutamate 149/105	149.0 / 105.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	Glutamate 149/104	149.0 / 104.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	Glutamate 150/106	150.0 / 106.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	Glutamate 150/105	150.0 / 105.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	Glutamate 151/106	151.0 / 106.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	Glutamate 146/41	146.0 / 41.0	5133.883	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	Glutamate 147/41	147.0 / 41.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	Glutamate 147/42	147.0 / 42.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	Glutamate 148/41	148.0 / 41.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	Glutamate 148/42	148.0 / 42.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	Glutamate 148/43	148.0 / 43.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	Glutamate 149/41	149.0 / 41.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	Glutamate 149/42	149.0 / 42.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	Glutamate 149/43	149.0 / 43.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	Glutamate 150/42	150.0 / 42.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	Glutamate 150/43	150.0 / 43.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	Glutamate 151/43	151.0 / 43.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 5)	C. std 250uM glu 25uM PEP	Glutamate 146/128	146.0 / 128.0	373449.3325	False
