Original Filename	Sample Name	Component Name	Mass Info	Area	Modified
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Citrate 195/114	195.0 / 114.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Citrate 195/115	195.0 / 115.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Citrate 196/115	196.0 / 115.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Citrate 196/116	196.0 / 116.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Citrate 197/116	197.0 / 116.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Glutamate 146/41	146.0 / 41.0	11632.8	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Glutamate 147/41	147.0 / 41.0	628.799999999999	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Glutamate 147/42	147.0 / 42.0	471.6	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Glutamate 148/41	148.0 / 41.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Glutamate 148/42	148.0 / 42.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Glutamate 148/43	148.0 / 43.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Glutamate 149/41	149.0 / 41.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Glutamate 149/42	149.0 / 42.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Glutamate 149/43	149.0 / 43.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Glutamate 150/42	150.0 / 42.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Glutamate 150/43	150.0 / 43.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Glutamate 151/43	151.0 / 43.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Glutamate 146/128	146.0 / 128.0	1388704.8	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Glutamate 147/129	147.0 / 129.0	99035.9999999999	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Glutamate 148/130	148.0 / 130.0	11632.8	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Glutamate 149/131	149.0 / 131.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Glutamate 150/132	150.0 / 132.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Glutamate 151/133	151.0 / 133.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Succinate 117/99	117.0 / 99.0	69403.8	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Succinate 118/100	118.0 / 100.0	4401.6	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Succinate 119/101	119.0 / 101.0	786	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Succinate 120/102	120.0 / 102.0	78.6	True
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Succinate 121/103	121.0 / 103.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	succinate 117/73	117.0 / 73.0	531964.8	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	succinate 118/73	118.0 / 73.0	7231.2	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	succinate 118/74	118.0 / 74.0	16348.8	True
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	succinate 119/74	119.0 / 74.0	628.8	True
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	succinate 119/75	119.0 / 75.0	1257.6	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	succinate 120/75	120.0 / 75.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	succinate 120/76	120.0 / 76.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	succinate 121/76	121.0 / 76.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Malate 133/115	133.0 / 115.0	2224215.42181968	True
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Malate 134/116	134.0 / 116.0	102180	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Malate 135/117	135.0 / 117.0	24366	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Malate 136/118	136.0 / 118.0	157.2	True
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Malate 137/119	137.0 / 119.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Aspartate 132/88	132.0 / 88.0	1928765.4	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Aspartate 133/88	133.0 / 88.0	29448.276	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Aspartate 133/89	133.0 / 89.0	76713.6	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Aspartate 134/90	134.0 / 90.0	10060.8	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Aspartate 134/89	134.0 / 89.0	1361.352	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Aspartate 135/91	135.0 / 91.0	209.076	True
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Aspartate 135/90	135.0 / 90.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Aspartate 136/91	136.0 / 91.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Pyruvate 87/87	87.0 / 87.0	238215.915934015	True
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Pyruvate 88/88	88.0 / 88.0	6621.72472891299	True
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Pyruvate 89/89	89.0 / 89.0	1044.09721490854	True
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Pyruvate 90/90	90.0 / 90.0	864.599997113451	True
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Lactate 89/89	89.0 / 89.0	317899.903412745	True
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Lactate 90/90	90.0 / 90.0	15604.9822256356	True
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Lactate 91/91	91.0 / 91.0	2306.21786330779	True
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Lactate 91/92	92.0 / 92.0	2515.2	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Taurine 124/80	124.0 / 80.0	393106.896	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Taurine 128/81	128.0 / 80.0	53449.572	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Glutamine 145/127	145.0 / 127.0	648528.6	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Glutamine 146/128	146.0 / 128.0	34898.4	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Glutamine 147/129	147.0 / 129.0	2358	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Glutamine 148/130	148.0 / 130.0	471.599999999998	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Glutamine 149/131	149.0 / 131.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	Glutamine 150/132	150.0 / 132.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	aKG 145/101	145.0 / 101.0	156362.124	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	aKG 146/101	146.0 / 101.0	1362.924	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	aKG 146/102	146.0 / 102.0	8070.648	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	aKG 147/102	147.0 / 102.0	105.324	True
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	aKG 147/103	147.0 / 103.0	1152.276	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	aKG 148/103	148.0 / 103.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	aKG 148/104	148.0 / 104.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	aKG 149/104	149.0 / 104.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	aKG 149/105	149.0 / 105.0	209.076	True
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 119)	A. SCS-ATP G9 13C-Gln 0min	aKG 150/105	150.0 / 105.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Citrate 191/67	191.0 / 67.0	89604	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Citrate 192/67	192.0 / 67.0	1675.752	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Citrate 192/68	192.0 / 68.0	4190.952	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Citrate 193/67	193.0 / 67.0	1048.524	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Citrate 193/68	193.0 / 68.0	105.324	True
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Citrate 193/69	193.0 / 69.0	209.076	True
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Citrate 194/68	194.0 / 68.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Citrate 194/69	194.0 / 69.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Citrate 194/70	194.0 / 70.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Citrate 195/69	195.0 / 69.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Citrate 195/70	195.0 / 70.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Citrate 195/71	195.0 / 71.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Citrate 196/70	196.0 / 70.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Citrate 196/71	196.0 / 71.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Citrate 197/71	197.0 / 71.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Citrate 191/111	191.0 / 111.0	1672765.2	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Citrate 192/111	192.0 / 111.0	20750.4	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Citrate 192/112	192.0 / 112.0	100293.6	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Citrate 193/112	193.0 / 112.0	3144	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Citrate 193/113	193.0 / 113.0	7860	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Citrate 194/113	194.0 / 113.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Citrate 194/114	194.0 / 114.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Citrate 195/114	195.0 / 114.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Citrate 195/115	195.0 / 115.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Citrate 196/115	196.0 / 115.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Citrate 196/116	196.0 / 116.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Citrate 197/116	197.0 / 116.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Glutamate 146/41	146.0 / 41.0	11947.2	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Glutamate 147/41	147.0 / 41.0	314.399999999999	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Glutamate 147/42	147.0 / 42.0	471.599999999998	True
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Glutamate 148/41	148.0 / 41.0	314.4	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Glutamate 148/42	148.0 / 42.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Glutamate 148/43	148.0 / 43.0	78.5999999999997	True
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Glutamate 149/41	149.0 / 41.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Glutamate 149/42	149.0 / 42.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Glutamate 149/43	149.0 / 43.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Glutamate 150/42	150.0 / 42.0	78.6	True
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Glutamate 150/43	150.0 / 43.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Glutamate 151/43	151.0 / 43.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Glutamate 146/128	146.0 / 128.0	1225374	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Glutamate 147/129	147.0 / 129.0	73569.5999999998	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Glutamate 148/130	148.0 / 130.0	35212.7999999999	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Glutamate 149/131	149.0 / 131.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Glutamate 150/132	150.0 / 132.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Glutamate 151/133	151.0 / 133.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Succinate 117/99	117.0 / 99.0	32068.8	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Succinate 118/100	118.0 / 100.0	2751	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Succinate 119/101	119.0 / 101.0	235.8	True
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Succinate 120/102	120.0 / 102.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Succinate 121/103	121.0 / 103.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	succinate 117/73	117.0 / 73.0	177321.6	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	succinate 118/73	118.0 / 73.0	7545.6	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	succinate 118/74	118.0 / 74.0	15405.6	True
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	succinate 119/74	119.0 / 74.0	314.4	True
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	succinate 119/75	119.0 / 75.0	1257.6	True
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	succinate 120/75	120.0 / 75.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	succinate 120/76	120.0 / 76.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	succinate 121/76	121.0 / 76.0	314.4	True
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Malate 133/115	133.0 / 115.0	1946024.92976142	True
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Malate 134/116	134.0 / 116.0	98991.1828532385	True
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Malate 135/117	135.0 / 117.0	19178.4	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Malate 136/118	136.0 / 118.0	1100.4	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Malate 137/119	137.0 / 119.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Aspartate 132/88	132.0 / 88.0	1800496.488	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Aspartate 133/88	133.0 / 88.0	22427.724	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Aspartate 133/89	133.0 / 89.0	75979.476	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Aspartate 134/90	134.0 / 90.0	7756.248	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Aspartate 134/89	134.0 / 89.0	628.799999999998	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Aspartate 135/91	135.0 / 91.0	209.076	True
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Aspartate 135/90	135.0 / 90.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Aspartate 136/91	136.0 / 91.0	N/A	False
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Pyruvate 87/87	87.0 / 87.0	172574.545254179	True
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Pyruvate 88/88	88.0 / 88.0	4613.86523122155	True
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Pyruvate 89/89	89.0 / 89.0	1637.85349342387	True
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Pyruvate 90/90	90.0 / 90.0	316.135227426713	True
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Lactate 89/89	89.0 / 89.0	275528.211749928	True
TA_SCS-ATP BCH_19May16_1June16.wiff (sample 120)	B. SCS-ATP G9 13C-Gln 5min	Lactate 90/90	90.0 / 90.0	16571.1522686738	True
