Original Filename	Sample Name	Component Name	Mass Info	Area	Modified
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	Citrate 196/116	196.0 / 116.0	N/A	True
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	Citrate 197/116	197.0 / 116.0	N/A	True
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	Citrate 191/67	191.0 / 67.0	3534450.00533232	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	Citrate 192/67	192.0 / 67.0	85734.8	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	Citrate 192/68	192.0 / 68.0	157443.16	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	Citrate 193/67	193.0 / 67.0	44204.0648678803	True
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	Citrate 193/68	193.0 / 68.0	5048.84048590024	True
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	Citrate 193/69	193.0 / 69.0	8069.12	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	Citrate 194/68	194.0 / 68.0	2395.51999999999	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	Citrate 194/69	194.0 / 69.0	N/A	True
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	Citrate 194/70	194.0 / 70.0	N/A	True
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	Citrate 195/69	195.0 / 69.0	N/A	True
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	Citrate 195/70	195.0 / 70.0	693.439999999999	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	Citrate 195/71	195.0 / 71.0	N/A	True
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	Citrate 196/70	196.0 / 70.0	N/A	True
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	Citrate 196/71	196.0 / 71.0	N/A	True
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	Citrate 197/71	197.0 / 71.0	N/A	True
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	Succinate 117/99	117.0 / 99.0	36487.552	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	Succinate 118/100	118.0 / 100.0	1134.72	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	Succinate 119/101	119.0 / 101.0	6430.08	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	Succinate 120/102	120.0 / 102.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	Succinate 121/103	121.0 / 103.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	Succinate 117/73	117.0 / 73.0	543781.27942283	True
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	Succinate 118/73	118.0 / 73.0	8447.36	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	Succinate 118/74	118.0 / 74.0	20834.72	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	Succinate 119/74	119.0 / 74.0	N/A	True
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	Succinate 119/75	119.0 / 75.0	3541.9672556239	True
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	Succinate 120/75	120.0 / 75.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	Succinate 120/76	120.0 / 76.0	N/A	True
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	Succinate 121/76	121.0 / 76.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	Ribose 5P 229/79	229.0 / 79.0	420702.22	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	Ribose 5P 230/79	230.0 / 79.0	80943.36	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	Ribose 5P 231/79	231.0 / 79.0	30668.96	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	Ribose 5P 232/79	232.0 / 79.0	21496.92	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	Ribose 5P 233/79	233.0 / 79.0	50589.6	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	Ribose 5P 234/79	234.0 / 79.0	4255.2	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	glucose 179/179	179.0 / 179.0	302387.76249216	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	glucose 180/180	180.0 / 180.0	138372.8	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	glucose 181/181	181.0 / 181.0	3438055.3472	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	glucose 182/182	182.0 / 182.0	119271.68	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	glucose 183/183	183.0 / 183.0	40314.08	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	glucose 184/184	184.0 / 184.0	63229.12	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	glucose 185/185	185.0 / 185.0	13805.76	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	glucose 179/89	179.0 / 89.0	98909.76	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	glucose 180/90	180.0 / 90.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	glucose 181/91	181.0 / 91.0	252.16	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314)	A. [13C-glc] G9 0min cit	glucose 182/92	182.0 / 92.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	124/ 80 M-1 taurine	124.0 / 80.0	1786396	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	128/ 80 M-1 d4 taurine	128.0 / 80.0	332378.4	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Citrate C1-C6 M+0	191.0 / 191.0	62309636.678	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Citrate 191/111	191.0 / 111.0	41627672.052	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Citrate 192/111	192.0 / 111.0	643482.9	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Citrate 192/112	192.0 / 112.0	2581993.82660439	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Citrate 193/112	193.0 / 112.0	9508919.63381257	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Citrate 193/113	193.0 / 113.0	9956966.92650853	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Citrate 194/113	194.0 / 113.0	692181.85	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Citrate 194/114	194.0 / 114.0	906045.95	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Citrate 195/114	195.0 / 114.0	209105.588481838	True
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Citrate 195/115	195.0 / 115.0	142785.6	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Citrate 196/115	196.0 / 115.0	667743.407898668	True
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Citrate 196/116	196.0 / 116.0	421975.1	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Citrate 197/116	197.0 / 116.0	21596.9312881728	True
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Citrate 191/67	191.0 / 67.0	2817646.98	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Citrate 192/67	192.0 / 67.0	81636.975998825	True
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Citrate 192/68	192.0 / 68.0	150666.1	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Citrate 193/67	193.0 / 67.0	32306.9750422637	True
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Citrate 193/68	193.0 / 68.0	690700.04	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Citrate 193/69	193.0 / 69.0	721620.74	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Citrate 194/68	194.0 / 68.0	11422.7193885137	True
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Citrate 194/69	194.0 / 69.0	82881.5643797244	True
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Citrate 194/70	194.0 / 70.0	22937.2829836739	True
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Citrate 195/69	195.0 / 69.0	15476.0978698785	True
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Citrate 195/70	195.0 / 70.0	13049.28	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Citrate 195/71	195.0 / 71.0	3215.04	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Citrate 196/70	196.0 / 70.0	27958.24	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Citrate 196/71	196.0 / 71.0	48414.94	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Citrate 197/71	197.0 / 71.0	N/A	True
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Succinate 117/99	117.0 / 99.0	13711.2	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Succinate 118/100	118.0 / 100.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Succinate 119/101	119.0 / 101.0	9077.76	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Succinate 120/102	120.0 / 102.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Succinate 121/103	121.0 / 103.0	189.12	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Succinate 117/73	117.0 / 73.0	248974.441941817	True
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Succinate 118/73	118.0 / 73.0	5091.19880563895	True
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Succinate 118/74	118.0 / 74.0	12860.16	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Succinate 119/74	119.0 / 74.0	4286.72	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Succinate 119/75	119.0 / 75.0	4664.96	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Succinate 120/75	120.0 / 75.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Succinate 120/76	120.0 / 76.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Succinate 121/76	121.0 / 76.0	730.388153701966	True
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Ribose 5P 229/79	229.0 / 79.0	245922.68	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Ribose 5P 230/79	230.0 / 79.0	93929.6	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Ribose 5P 231/79	231.0 / 79.0	144426.92	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Ribose 5P 232/79	232.0 / 79.0	74860.94	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Ribose 5P 233/79	233.0 / 79.0	47050.568036713	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	Ribose 5P 234/79	234.0 / 79.0	955007.34	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	glucose 179/179	179.0 / 179.0	172367.260190597	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	glucose 180/180	180.0 / 180.0	152052.48	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	glucose 181/181	181.0 / 181.0	3795433.57837037	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	glucose 182/182	182.0 / 182.0	137080.48	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	glucose 183/183	183.0 / 183.0	40408.64	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	glucose 184/184	184.0 / 184.0	104583.36	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	glucose 185/185	185.0 / 185.0	351384.96	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	glucose 179/89	179.0 / 89.0	21622.72	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	glucose 180/90	180.0 / 90.0	252.16	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	glucose 181/91	181.0 / 91.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315)	B. [13C-glc] G9 5min	glucose 182/92	182.0 / 92.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	124/ 80 M-1 taurine	124.0 / 80.0	1387510.4	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	128/ 80 M-1 d4 taurine	128.0 / 80.0	266186.4	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Citrate C1-C6 M+0	191.0 / 191.0	31494877.562	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Citrate 191/111	191.0 / 111.0	20890732.324	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Citrate 192/111	192.0 / 111.0	344630.199360704	True
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Citrate 192/112	192.0 / 112.0	1461192.95	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Citrate 193/112	193.0 / 112.0	8141927.22084897	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Citrate 193/113	193.0 / 113.0	8155356.76866508	True
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Citrate 194/113	194.0 / 113.0	744189.35	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Citrate 194/114	194.0 / 114.0	1132517.95	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Citrate 195/114	195.0 / 114.0	796669.800000001	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Citrate 195/115	195.0 / 115.0	392884.52898143	True
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Citrate 196/115	196.0 / 115.0	1636366.4652603	True
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Citrate 196/116	196.0 / 116.0	728902.2	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Citrate 197/116	197.0 / 116.0	120738.55107455	True
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Citrate 191/67	191.0 / 67.0	1367943.29202745	True
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Citrate 192/67	192.0 / 67.0	42829.1962178439	True
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Citrate 192/68	192.0 / 68.0	89578.9295942794	True
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Citrate 193/67	193.0 / 67.0	16753.3710431829	True
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Citrate 193/68	193.0 / 68.0	607392.24	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Citrate 193/69	193.0 / 69.0	611463.004880468	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Citrate 194/68	194.0 / 68.0	9424.48000000001	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Citrate 194/69	194.0 / 69.0	98216.4799999999	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Citrate 194/70	194.0 / 70.0	30072.1176207746	True
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Citrate 195/69	195.0 / 69.0	27072.1961173638	True
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Citrate 195/70	195.0 / 70.0	54851.3217046635	True
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Citrate 195/71	195.0 / 71.0	6808.31999999999	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Citrate 196/70	196.0 / 70.0	58816.5	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Citrate 196/71	196.0 / 71.0	125891.42	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Citrate 197/71	197.0 / 71.0	12272.3782637566	True
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Succinate 117/99	117.0 / 99.0	10716.8	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Succinate 118/100	118.0 / 100.0	567.36	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Succinate 119/101	119.0 / 101.0	5295.36	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Succinate 120/102	120.0 / 102.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Succinate 121/103	121.0 / 103.0	315.2	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Succinate 117/73	117.0 / 73.0	240376.369230769	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Succinate 118/73	118.0 / 73.0	7606.70033302826	True
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Succinate 118/74	118.0 / 74.0	17714.24	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Succinate 119/74	119.0 / 74.0	15613.4951750902	True
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Succinate 119/75	119.0 / 75.0	13602.85	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Succinate 120/75	120.0 / 75.0	693.44	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Succinate 120/76	120.0 / 76.0	441.279999999999	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Succinate 121/76	121.0 / 76.0	3215.04	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Ribose 5P 229/79	229.0 / 79.0	98028.86	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Ribose 5P 230/79	230.0 / 79.0	52386.24	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Ribose 5P 231/79	231.0 / 79.0	64459.38	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Ribose 5P 232/79	232.0 / 79.0	36059.28	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Ribose 5P 233/79	233.0 / 79.0	48761.44	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	Ribose 5P 234/79	234.0 / 79.0	609701.06	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	glucose 179/179	179.0 / 179.0	183427.124850585	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	glucose 180/180	180.0 / 180.0	139508.88	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	glucose 181/181	181.0 / 181.0	3520342.72	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	glucose 182/182	182.0 / 182.0	319801.92	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	glucose 183/183	183.0 / 183.0	44380.16	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	glucose 184/184	184.0 / 184.0	110446.08	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	glucose 185/185	185.0 / 185.0	211341.6	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	glucose 179/89	179.0 / 89.0	19353.28	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	glucose 180/90	180.0 / 90.0	189.119999999999	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	glucose 181/91	181.0 / 91.0	189.12	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316)	C. [13C-glc] G9 15min	glucose 182/92	182.0 / 92.0	N/A	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 317)	D. [13C-glc] G9 30min	124/ 80 M-1 taurine	124.0 / 80.0	1398936.4	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 317)	D. [13C-glc] G9 30min	128/ 80 M-1 d4 taurine	128.0 / 80.0	249244.4	False
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 317)	D. [13C-glc] G9 30min	Citrate C1-C6 M+0	191.0 / 191.0	35110635.494	False
